line_id,line,noun_phrase
101073,"Incurr'd a traitor's name, exposed myself,",Incurr'd a traitor's name
101073,"Incurr'd a traitor's name, exposed myself,",myself
101074,"From certain and possess'd conveniences,",certain and possess'd conveniences
101075,"To doubtful fortunes, sequestering from me all",doubtful fortunes
101075,"To doubtful fortunes, sequestering from me all",me
101075,"To doubtful fortunes, sequestering from me all",all
101076,"That time, acquaintance, custom and condition",That time
101076,"That time, acquaintance, custom and condition",acquaintance
101076,"That time, acquaintance, custom and condition",custom
101076,"That time, acquaintance, custom and condition",condition
101077,"Made tame and most familiar to my nature,",my nature
101078,"And here, to do you service, am become",you
101078,"And here, to do you service, am become",service
101079,"As new into the world, strange, unacquainted:",the world
101080,"I do beseech you, as in way of taste,",I
101080,"I do beseech you, as in way of taste,",you
101080,"I do beseech you, as in way of taste,",way
101080,"I do beseech you, as in way of taste,",taste
101081,"To give me now a little benefit,",me
101081,"To give me now a little benefit,",a little benefit
101082,"Out of those many register'd in promise,",those many register'd
101082,"Out of those many register'd in promise,",promise
101083,"Which, you say, live to come in my behalf.",Which
101083,"Which, you say, live to come in my behalf.",you
101083,"Which, you say, live to come in my behalf.",my behalf
101084,"What wouldst thou of us, Trojan? make demand.",What wouldst thou
101084,"What wouldst thou of us, Trojan? make demand.",us
101084,"What wouldst thou of us, Trojan? make demand.",demand
101085,"You have a Trojan prisoner, call'd Antenor,",You
101085,"You have a Trojan prisoner, call'd Antenor,",a Trojan prisoner
101085,"You have a Trojan prisoner, call'd Antenor,",call'd Antenor
101086,Yesterday took: Troy holds him very dear.,Troy
101086,Yesterday took: Troy holds him very dear.,him
101087,Oft have you--often have you thanks therefore--,you
101087,Oft have you--often have you thanks therefore--,you
101088,"Desired my Cressid in right great exchange,",my Cressid
101088,"Desired my Cressid in right great exchange,",right great exchange
101089,"Whom Troy hath still denied: but this Antenor,",Whom Troy
101089,"Whom Troy hath still denied: but this Antenor,",this Antenor
101090,"I know, is such a wrest in their affairs",I
101090,"I know, is such a wrest in their affairs",such a wrest
101090,"I know, is such a wrest in their affairs",their affairs
101091,"That their negotiations all must slack,",their negotiations
101091,"That their negotiations all must slack,",all
101092,"Wanting his manage, and they will almost",his manage
101092,"Wanting his manage, and they will almost",they
101093,"Give us a prince of blood, a son of Priam,",us
101093,"Give us a prince of blood, a son of Priam,",a prince
101093,"Give us a prince of blood, a son of Priam,",blood
101093,"Give us a prince of blood, a son of Priam,",a son
101093,"Give us a prince of blood, a son of Priam,",Priam
101094,"In change of him: let him be sent, great princes,",change
101094,"In change of him: let him be sent, great princes,",him
101094,"In change of him: let him be sent, great princes,",him
101095,"And he shall buy my daughter, and her presence",he
101095,"And he shall buy my daughter, and her presence",my daughter
101095,"And he shall buy my daughter, and her presence",her presence
101096,"Shall quite strike off all service I have done,",all service
101096,"Shall quite strike off all service I have done,",I
101097,In most accepted pain.,most accepted pain
101098,"Let Diomedes bear him,",Diomedes
101098,"Let Diomedes bear him,",him
101099,And bring us Cressid hither: Calchas shall have,us
101099,And bring us Cressid hither: Calchas shall have,Cressid hither
101099,And bring us Cressid hither: Calchas shall have,Calchas
101100,"What he requests of us. Good Diomed,",What
101100,"What he requests of us. Good Diomed,",he
101100,"What he requests of us. Good Diomed,",us
101100,"What he requests of us. Good Diomed,",Good Diomed
101101,Furnish you fairly for this interchange:,you
101101,Furnish you fairly for this interchange:,this interchange
101102,Withal bring word if Hector will to-morrow,Withal
101102,Withal bring word if Hector will to-morrow,word
101102,Withal bring word if Hector will to-morrow,Hector
101102,Withal bring word if Hector will to-morrow,morrow
101103,Be answer'd in his challenge: Ajax is ready.,answer'd
101103,Be answer'd in his challenge: Ajax is ready.,his challenge
101103,Be answer'd in his challenge: Ajax is ready.,Ajax
101104,"This shall I undertake, and 'tis a burden",This
101104,"This shall I undertake, and 'tis a burden",I
101105,Which I am proud to bear.,I
101106,Exeunt DIOMEDES and CALCHAS,Exeunt DIOMEDES
101106,Exeunt DIOMEDES and CALCHAS,CALCHAS
101107,"Enter ACHILLES and PATROCLUS, before their tent",ACHILLES
101107,"Enter ACHILLES and PATROCLUS, before their tent",PATROCLUS
101107,"Enter ACHILLES and PATROCLUS, before their tent",their tent
101108,Achilles stands i' the entrance of his tent:,Achilles
101108,Achilles stands i' the entrance of his tent:,i
101108,Achilles stands i' the entrance of his tent:,the entrance
101108,Achilles stands i' the entrance of his tent:,his tent
101109,"Please it our general to pass strangely by him,",our general
101109,"Please it our general to pass strangely by him,",him
101110,"As if he were forgot, and, princes all,",he
101110,"As if he were forgot, and, princes all,",", princes"
101111,Lay negligent and loose regard upon him:,loose regard
101111,Lay negligent and loose regard upon him:,him
101112,I will come last. 'Tis like he'll question me,I
101112,I will come last. 'Tis like he'll question me,he
101112,I will come last. 'Tis like he'll question me,me
101113,Why such unplausive eyes are bent on him:,such unplausive eyes
101113,Why such unplausive eyes are bent on him:,him
101114,"If so, I have derision medicinable,",I
101115,"To use between your strangeness and his pride,",your strangeness
101115,"To use between your strangeness and his pride,",his pride
101116,Which his own will shall have desire to drink:,Which
101116,Which his own will shall have desire to drink:,desire
101117,It may be good: pride hath no other glass,It
101117,It may be good: pride hath no other glass,pride
101117,It may be good: pride hath no other glass,no other glass
101118,"To show itself but pride, for supple knees",itself
101118,"To show itself but pride, for supple knees",pride
101118,"To show itself but pride, for supple knees",supple knees
101119,Feed arrogance and are the proud man's fees.,Feed arrogance
101119,Feed arrogance and are the proud man's fees.,the proud man's fees
101120,"We'll execute your purpose, and put on",We
101120,"We'll execute your purpose, and put on",your purpose
101121,A form of strangeness as we pass along:,A form
101121,A form of strangeness as we pass along:,strangeness
101121,A form of strangeness as we pass along:,we
101122,"So do each lord, and either greet him not,",each lord
101122,"So do each lord, and either greet him not,",him
101123,"Or else disdainfully, which shall shake him more",Or else disdainfully
101123,"Or else disdainfully, which shall shake him more",which
101123,"Or else disdainfully, which shall shake him more",him
101124,Than if not look'd on. I will lead the way.,look'd
101124,Than if not look'd on. I will lead the way.,I
101124,Than if not look'd on. I will lead the way.,the way
101125,"What, comes the general to speak with me?",What
101125,"What, comes the general to speak with me?",the general
101125,"What, comes the general to speak with me?",me
101126,"You know my mind, I'll fight no more 'gainst Troy.",You
101126,"You know my mind, I'll fight no more 'gainst Troy.",my mind
101126,"You know my mind, I'll fight no more 'gainst Troy.",I
101126,"You know my mind, I'll fight no more 'gainst Troy.",no more 'gainst Troy
101127,What says Achilles? would he aught with us?,What
101127,What says Achilles? would he aught with us?,Achilles
101127,What says Achilles? would he aught with us?,he
101127,What says Achilles? would he aught with us?,us
101128,"Would you, my lord, aught with the general?",you
101128,"Would you, my lord, aught with the general?",my lord
101128,"Would you, my lord, aught with the general?",aught
101128,"Would you, my lord, aught with the general?",the general
101130,"Nothing, my lord.",Nothing
101132,Exeunt AGAMEMNON and NESTOR,Exeunt AGAMEMNON
101132,Exeunt AGAMEMNON and NESTOR,NESTOR
101133,"Good day, good day.",Good day
101134,How do you? how do you?,you
101134,How do you? how do you?,you
101135,Exit,Exit
101136,"What, does the cuckold scorn me?",What
101136,"What, does the cuckold scorn me?",the cuckold
101136,"What, does the cuckold scorn me?",me
101137,"How now, Patroclus!","How now, Patroclus"
101138,"Good morrow, Ajax.",Good morrow
101138,"Good morrow, Ajax.",Ajax
101140,Good morrow.,Good morrow
101142,Exit,Exit
101143,What mean these fellows? Know they not Achilles?,What
101143,What mean these fellows? Know they not Achilles?,these fellows
101143,What mean these fellows? Know they not Achilles?,they
101144,They pass by strangely: they were used to bend,They
101144,They pass by strangely: they were used to bend,they
101145,"To send their smiles before them to Achilles,",their smiles
101145,"To send their smiles before them to Achilles,",them
101145,"To send their smiles before them to Achilles,",Achilles
101146,To come as humbly as they used to creep,they
101147,To holy altars.,holy altars
101148,"What, am I poor of late?",I
101149,"'Tis certain, greatness, once fall'n out with fortune,","certain, greatness"
101149,"'Tis certain, greatness, once fall'n out with fortune,",fortune
101150,Must fall out with men too: what the declined is,men
101150,Must fall out with men too: what the declined is,what
101151,He shall as soon read in the eyes of others,He
101151,He shall as soon read in the eyes of others,the eyes
101151,He shall as soon read in the eyes of others,others
101152,"As feel in his own fall, for men, like butterflies,",his own fall
101152,"As feel in his own fall, for men, like butterflies,",men
